width="100" height="100" tilewidth="32" tileheight="32"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,13,2,1,1,1,14,1,1,
1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,8,8,8,4,1,1,1,1,1,1,1,2,13,10,2,1,2,1,12,1,1,
1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,14,4,4,4,4,4,4,4,4,11,1,1,1,1,1,1,1,1,3,1,1,3,7,1,3,1,1,
1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,14,4,4,4,4,4,4,11,1,1,1,1,1,1,1,1,1,1,1,1,3,1,14,6,1,1,1,1,
1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,8,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,8,4,4,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,14,4,3,3,2,3,1,
1,1,1,2,2,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,4,15,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,3,3,1,1,3,2,1,3,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,4,4,4,4,4,4,15,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,8,8,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,1,1,1,1,
1,1,1,2,2,1,1,1,1,1,13,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,15,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,10,1,1,1,4,4,8,8,8,15,1,4,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,13,2,1,1,1,1,1,1,1,10,1,1,1,1,1,12,4,4,4,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,8,8,8,4,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,
1,1,1,2,2,1,1,1,8,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,4,4,4,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,14,4,4,11,12,4,4,4,4,8,8,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,
1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,8,4,1,1,1,1,1,1,1,1,1,1,12,4,4,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,4,4,8,1,1,1,1,1,4,4,4,4,8,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,
1,1,2,1,1,1,1,8,4,4,1,1,1,1,1,1,8,8,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,8,8,4,4,1,1,1,1,10,1,1,1,1,1,1,12,4,4,8,8,15,1,1,1,1,1,1,1,1,1,1,1,14,4,4,8,1,13,1,1,1,1,1,1,1,1,1,4,8,8,1,1,1,1,1,1,1,1,1,1,1,1,
